chunk_id,sum_nats,n_bytes
span_00759,579.530701,800
span_00760,562.069946,800
span_00761,557.936462,800
span_00762,544.968628,800
span_00763,591.445496,800
span_00764,603.604004,800
span_00765,641.950195,800
span_00766,572.765991,800
span_00767,593.449219,800
span_00768,491.429016,800
span_00769,577.881836,800
span_00770,593.199219,800
span_00771,505.666473,800
span_00772,529.982178,800
span_00773,648.333191,800
span_00774,676.861511,800
span_00775,674.807983,800
span_00776,761.273071,800
span_00777,745.246582,800
span_00778,724.768311,800
span_00779,694.082153,800
span_00780,632.442139,800
span_00781,543.078491,800
span_00782,567.326904,800
span_00783,622.535156,800
span_00784,505.170319,800
span_00785,726.800293,800
span_00786,467.921692,800
span_00787,495.147919,800
span_00788,484.425446,800
span_00789,540.176941,800
span_00790,506.735138,800
span_00791,571.538086,800
span_00792,343.255005,800
span_00793,438.955933,800
span_00794,471.223114,800
span_00795,490.975098,800
span_00796,510.720886,800
span_00797,690.872559,800
span_00798,632.621094,800
span_00799,579.862976,800
span_00800,616.173462,800
span_00801,529.981812,800
span_00802,673.815308,800
span_00803,653.123657,800
span_00804,617.756653,800
span_00805,650.179565,800
span_00806,661.284302,800
span_00807,533.891357,800
span_00808,623.226501,800
span_00809,642.570435,800
span_00810,630.524719,800
span_00811,505.220825,800
span_00812,610.643433,800
span_00813,535.456970,800
span_00814,615.907715,800
span_00815,611.657166,800
span_00816,602.725952,800
span_00817,704.530273,800
span_00818,664.999634,800
span_00819,544.689087,800
span_00820,614.582397,800
span_00821,741.177307,800
span_00822,711.463074,800
span_00823,469.371887,800
span_00824,509.916687,800
span_00825,659.242310,800
span_00826,637.736023,800
span_00827,612.230103,800
span_00828,479.929657,800
span_00829,638.464722,800
span_00830,441.582367,800
span_00831,514.492798,800
span_00832,471.693115,800
span_00833,428.537964,800
span_00834,534.154541,800
span_00835,476.351288,800
span_00836,489.093201,800
span_00837,537.929871,800
span_00838,477.303162,800
span_00839,482.404022,800
span_00840,546.443787,800
span_00841,747.448547,800
span_00842,779.516724,800
span_00843,567.195190,800
span_00844,535.618896,800
