chunk_id,sum_nats,n_bytes
span_00986,546.419617,801
span_00987,483.316986,800
span_00988,488.305420,800
span_00989,435.555969,800
span_00990,435.876923,800
span_00991,448.514587,800
span_00992,490.502441,800
span_00993,487.259094,800
span_00994,463.101593,800
span_00995,529.490845,800
span_00996,547.321106,800
span_00997,826.620972,800
span_00998,797.052307,800
span_00999,773.898682,800
span_01000,659.983154,800
span_01001,446.419006,800
span_01002,451.599396,800
span_01003,437.017883,800
span_01004,534.925293,800
span_01005,529.735107,800
span_01006,537.022583,800
span_01007,533.557739,800
span_01008,490.384979,800
span_01009,641.567810,800
span_01010,516.098694,800
span_01011,556.992615,800
span_01012,504.898285,800
span_01013,494.420410,800
span_01014,640.017883,800
span_01015,477.750916,800
span_01016,629.332458,800
span_01017,450.416931,801
span_01018,500.985107,800
span_01019,451.094299,800
span_01020,418.531372,800
span_01021,465.195557,800
span_01022,522.280090,800
span_01023,461.988922,800
span_01024,470.452240,800
span_01025,477.689606,800
span_01026,408.064423,800
span_01027,372.893738,800
span_01028,445.464417,800
span_01029,479.624023,800
span_01030,496.396729,800
span_01031,419.175293,800
span_01032,503.275513,800
span_01033,508.745483,800
span_01034,463.048645,800
span_01035,505.046295,800
span_01036,560.837585,800
span_01037,670.239136,800
span_01038,640.306885,800
span_01039,751.335754,800
span_01040,752.006470,800
span_01041,671.180786,800
span_01042,611.410156,800
span_01043,716.343079,800
span_01044,663.981934,800
span_01045,589.678284,800
span_01046,645.122498,800
span_01047,693.682617,800
span_01048,693.472534,800
span_01049,601.628540,800
span_01050,390.464050,800
span_01051,455.517059,800
span_01052,409.625793,800
span_01053,509.600281,800
span_01054,435.016083,800
span_01055,453.397858,800
span_01056,517.279724,800
span_01057,439.152191,800
span_01058,501.900787,800
span_01059,431.253998,800
span_01060,427.229126,800
span_01061,441.191071,800
span_01062,433.433319,800
span_01063,473.534973,800
span_01064,467.390564,800
span_01065,501.759399,800
span_01066,459.102722,800
span_01067,517.189087,800
span_01068,537.662964,800
span_01069,403.425903,800
span_01070,444.019470,800
span_01071,396.887024,800
span_01072,382.988647,800
span_01073,404.559967,800
span_01074,350.923889,800
span_01075,511.880798,800
span_01076,369.589722,800
span_01077,615.233276,800
span_01078,756.510681,800
span_01079,817.527954,800
span_01080,672.609131,800
span_01081,459.181335,800
span_01082,448.706238,800
span_01083,541.829651,800
span_01084,703.781128,800
span_01085,654.809204,800
span_01086,696.744690,800
span_01087,781.799866,800
span_01088,674.378662,800
span_01089,631.436035,800
span_01090,624.190186,800
span_01091,722.913086,800
span_01092,704.336609,800
span_01093,764.997314,800
span_01094,696.360718,800
span_01095,550.810242,800
span_01096,472.165466,800
span_01097,452.349792,800
span_01098,457.358490,800
span_01099,417.585632,800
span_01100,465.588440,800
span_01101,447.874878,800
span_01102,424.794189,800
span_01103,436.589478,800
span_01104,515.904236,800
span_01105,521.219910,800
span_01106,451.664917,800
span_01107,470.711060,800
span_01108,436.485413,800
span_01109,501.558533,800
span_01110,397.321136,800
span_01111,509.531799,800
span_01112,450.758392,800
span_01113,452.492249,800
span_01114,478.931427,800
span_01115,384.962189,800
span_01116,400.256226,800
span_01117,502.724731,800
span_01118,428.378601,800
span_01119,502.711121,800
span_01120,559.357178,800
span_01121,498.526550,800
span_01122,485.670135,800
span_01123,462.100647,800
span_01124,726.596191,800
span_01125,289.064148,800
span_01126,516.629395,800
span_01127,471.200378,800
span_01128,586.772949,800
span_01129,575.422974,800
span_01130,605.610779,800
span_01131,655.815125,800
span_01132,559.954834,800
span_01133,444.267090,800
span_01134,535.084473,800
span_01135,567.370361,800
span_01136,519.228577,800
span_01137,572.468262,800
span_01138,569.722168,800
span_01139,563.847656,800
span_01140,451.498871,800
span_01141,598.977295,800
span_01142,672.967834,800
span_01143,415.164185,800
span_01144,499.425751,800
span_01145,459.256195,800
span_01146,491.575256,800
span_01147,503.688110,800
span_01148,524.878052,800
span_01149,469.751892,800
span_01150,353.112396,800
span_01151,392.147949,800
span_01152,456.746277,800
span_01153,584.555420,800
span_01154,553.001038,800
span_01155,425.987061,800
span_01156,540.109253,800
